,x_loc,y_loc
162,-122.407633521,37.7841893501
163,-122.412999075,37.7862774592
164,-122.420607226,37.7862064515
165,-122.421096797,37.7842937803
166,-122.41820187,37.7863251027
167,-122.406690592,37.7852071918
168,-122.416261837,37.7853750846
169,-122.415885066,37.7835160564
170,-122.410135236,37.7841889075
171,-122.410135236,37.7841889075
172,-122.410135236,37.7841889075
173,-122.410323495,37.7851225224
174,-122.406775392,37.7884982866
175,-122.412930522,37.7838344374
176,-122.419930112,37.7868262082
177,-122.419930112,37.7868262082
178,-122.419930112,37.7868262082
179,-122.418562097,37.7841847091
180,-122.418562097,37.7841847091
181,-122.418562097,37.7841847091
182,-122.415721688,37.7830679887
183,-122.411742516,37.7858882195
184,-122.41464541,37.7860688365
185,-122.408421117,37.7835699387
186,-122.407633521,37.7841893501
187,-122.417641343,37.787173525
188,-122.41464541,37.7860688365
189,-122.412597377,37.7839320277
190,-122.41565463,37.786467241
191,-122.412930522,37.7838344374
192,-122.410135236,37.7841889075
193,-122.410157074,37.7842973843
194,-122.407854235,37.7854922045
195,-122.407854235,37.7854922045
196,-122.407854235,37.7854922045
197,-122.407854235,37.7854922045
198,-122.407845374,37.785094321
199,-122.420775721,37.7867754821
200,-122.415821891,37.7872932911
201,-122.414433155,37.7846576329
202,-122.414433155,37.7846576329
203,-122.42347769,37.788051187
204,-122.42347769,37.788051187
205,-122.41565463,37.786467241
206,-122.419858277,37.7861371252
207,-122.408068345,37.7839916768
208,-122.409313111,37.7843478513
209,-122.414056292,37.7827931071
210,-122.414217804,37.7832593295
211,-122.414217804,37.7832593295
212,-122.407845374,37.785094321
213,-122.412622144,37.784416982
214,-122.412784097,37.784865694
215,-122.414242956,37.7837240254
216,-122.417921891,37.7849295213
217,-122.417921891,37.7849295213
218,-122.417921891,37.7849295213
219,-122.417921891,37.7849295213
220,-122.41203236,37.7878854896
221,-122.407902469,37.7842531769
222,-122.407902469,37.7842531769
223,-122.421395819,37.7856843389
224,-122.414619687,37.7855830588
225,-122.409536663,37.7826911213
226,-122.419739838,37.78589261
227,-122.409708424,37.7828276499
228,-122.411987644,37.7850226623
229,-122.411987644,37.7850226623
230,-122.412414264,37.7830037965
231,-122.416459785,37.7860170555
232,-122.416459785,37.7860170555
233,-122.420191295,37.7838703921
234,-122.420191295,37.7838703921
235,-122.420906969,37.7840676684
236,-122.423477953,37.783453212
237,-122.420326994,37.7884521578
238,-122.407244087,37.7865647608
239,-122.418293312,37.7867935564
240,-122.412930522,37.7838344374
241,-122.411742516,37.7858882195
242,-122.41664237,37.7872450378
243,-122.413174494,37.7867190156
244,-122.414010815,37.7866770011
245,-122.413631253,37.7848053746
246,-122.415858343,37.7830505367
247,-122.415858343,37.7830505367
248,-122.415858343,37.7830505367
249,-122.42173419,37.7882961276
250,-122.412999075,37.7862774592
251,-122.416916142,37.7843944492
252,-122.407244087,37.7865647608
253,-122.407244087,37.7865647608
254,-122.409055191,37.7871979591
255,-122.419317324,37.7879136979
256,-122.407244087,37.7865647608
257,-122.415843757,37.7874017656
258,-122.415843757,37.7874017656
259,-122.408231026,37.787359495
260,-122.414457162,37.7851373815
261,-122.408595111,37.7837069302
262,-122.412993783,37.7855629695
263,-122.412993783,37.7855629695
264,-122.412993783,37.7855629695
265,-122.410721626,37.7870966496
266,-122.408068345,37.7839916768
267,-122.408068345,37.7839916768
268,-122.412249768,37.7825563302
269,-122.414217804,37.7832593295
270,-122.414217804,37.7832593295
271,-122.418368839,37.7874861572
272,-122.414217804,37.7832593295
273,-122.417622321,37.7837762386
274,-122.423477953,37.783453212
275,-122.414056292,37.7827931071
276,-122.414056292,37.7827931071
277,-122.414056292,37.7827931071
278,-122.414056292,37.7827931071
279,-122.419020964,37.7826529761
280,-122.413631253,37.7848053746
281,-122.409523741,37.7857602955
282,-122.41891839,37.7859407304
283,-122.415721688,37.7830679887
284,-122.415066876,37.7835634796
285,-122.421835483,37.7836653824
286,-122.421835483,37.7836653824
287,-122.418360182,37.7831498978
288,-122.412784097,37.784865694
289,-122.42173419,37.7882961276
290,-122.41464541,37.7860688365
291,-122.412414264,37.7830037965
292,-122.408519707,37.7864044708
293,-122.407633521,37.7841893501
294,-122.420025956,37.7830500141
295,-122.423477953,37.783453212
296,-122.416916142,37.7843944492
297,-122.413237517,37.7828430233
298,-122.407545856,37.7844011795
299,-122.407633521,37.7841893501
300,-122.408421117,37.7835699387
301,-122.407633521,37.7841893501
302,-122.423598601,37.788279963
303,-122.411857033,37.788323545
304,-122.414217804,37.7832593295
305,-122.414217804,37.7832593295
306,-122.420941906,37.7875961622
307,-122.407244087,37.7865647608
308,-122.415885066,37.7835160564
309,-122.406690592,37.7852071918
310,-122.419858277,37.7861371252
311,-122.420996914,37.7831032669
312,-122.420996914,37.7831032669
313,-122.410699658,37.7869881885
314,-122.410699658,37.7869881885
315,-122.410699658,37.7869881885
316,-122.41151882,37.7869408999
317,-122.409876623,37.787148808
318,-122.412784097,37.784865694
319,-122.416916142,37.7843944492
320,-122.408201657,37.7868849113
321,-122.408201657,37.7868849113
322,-122.408201657,37.7868849113
323,-122.414593832,37.785119984
324,-122.412970538,37.7857883767
325,-122.407877788,37.7859680077
326,-122.40985373,37.7833862379
327,-122.407633521,37.7841893501
328,-122.415885066,37.7835160564
329,-122.413358051,37.7876637196
330,-122.40985373,37.7833862379
331,-122.40985373,37.7833862379
332,-122.418382009,37.7832583771
333,-122.411328369,37.785996305
334,-122.408231026,37.787359495
335,-122.421395819,37.7856843389
336,-122.407244087,37.7865647608
337,-122.407612885,37.788448602
338,-122.407612885,37.788448602
339,-122.412573643,37.7834687205
340,-122.412622144,37.784416982
341,-122.412622144,37.784416982
342,-122.41151882,37.7869408999
343,-122.418293312,37.7867935564
344,-122.419858277,37.7861371252
345,-122.419858277,37.7861371252
346,-122.417903978,37.7851670876
347,-122.417903978,37.7851670876
348,-122.410157074,37.7842973843
349,-122.410157074,37.7842973843
350,-122.409473497,37.7848163651
351,-122.418382009,37.7832583771
352,-122.418382009,37.7832583771
353,-122.412999075,37.7862774592
354,-122.408068345,37.7839916768
355,-122.411742516,37.7858882195
356,-122.416614061,37.786777956
357,-122.420190325,37.7884695862
358,-122.412930522,37.7838344374
359,-122.412597377,37.7839320277
360,-122.414056292,37.7827931071
361,-122.414056292,37.7827931071
362,-122.414056292,37.7827931071
363,-122.420190325,37.7884695862
364,-122.417273345,37.7861493948
365,-122.418562097,37.7841847091
366,-122.414593832,37.785119984
367,-122.414593832,37.785119984
368,-122.414593832,37.785119984
369,-122.408384276,37.7878271137
370,-122.414056292,37.7827931071
371,-122.414056292,37.7827931071
372,-122.414056292,37.7827931071
373,-122.416349428,37.7825569563
374,-122.408014493,37.7859507768
375,-122.408014493,37.7859507768
376,-122.408014493,37.7859507768
377,-122.413135716,37.7862599043
378,-122.413135716,37.7862599043
379,-122.406775392,37.7884982866
380,-122.416349428,37.7825569563
381,-122.412930522,37.7838344374
382,-122.41151882,37.7869408999
383,-122.414081138,37.7832767266
384,-122.414081138,37.7832767266
385,-122.414081138,37.7832767266
386,-122.418729601,37.785007504
387,-122.414179437,37.7875024832
388,-122.418540619,37.7840761864
389,-122.408201657,37.7868849113
390,-122.408595111,37.7837069302
391,-122.417710345,37.7842362878
392,-122.417710345,37.7842362878
393,-122.417710345,37.7842362878
394,-122.417885441,37.7854378472
395,-122.414782081,37.7860514387
396,-122.412755326,37.7867259286
397,-122.412755326,37.7867259286
398,-122.412755326,37.7867259286
399,-122.4199083,37.7870766696
400,-122.4199083,37.7870766696
401,-122.420211965,37.7882225424
402,-122.420326994,37.7884521578
403,-122.414809966,37.7865194112
404,-122.415336129,37.7854364799
405,-122.412758759,37.7850960964
406,-122.418467748,37.787965257
407,-122.418467748,37.787965257
408,-122.418467748,37.787965257
409,-122.412784097,37.784865694
410,-122.419950058,37.7865904778
411,-122.408068345,37.7839916768
412,-122.407845374,37.785094321
413,-122.416893711,37.784286048
414,-122.415088721,37.7836719564
415,-122.412414264,37.7830037965
416,-122.412970538,37.7857883767
417,-122.41499672,37.7874530734
418,-122.419739838,37.78589261
419,-122.421572274,37.7866181601
420,-122.420326994,37.7884521578
421,-122.412857127,37.7855804362
422,-122.412857127,37.7855804362
423,-122.419739838,37.78589261
424,-122.41151882,37.7869408999
425,-122.414242956,37.7837240254
426,-122.413988842,37.7865685407
427,-122.409256096,37.7882398998
428,-122.408068345,37.7839916768
429,-122.421004639,37.7845493479
430,-122.41664237,37.7872450378
431,-122.407612885,37.788448602
432,-122.419739838,37.78589261
433,-122.408595111,37.7837069302
434,-122.414010815,37.7866770011
435,-122.407633521,37.7841893501
436,-122.407633521,37.7841893501
437,-122.409523741,37.7857602955
438,-122.409523741,37.7857602955
439,-122.410955249,37.784139951
440,-122.414242956,37.7837240254
441,-122.417885441,37.7854378472
442,-122.416477398,37.786795408
443,-122.416477398,37.786795408
444,-122.408648589,37.7849124714
445,-122.408648589,37.7849124714
446,-122.418562097,37.7841847091
447,-122.420120319,37.7877570602
448,-122.414593832,37.785119984
449,-122.420326994,37.7884521578
450,-122.419183096,37.7830998245
451,-122.419183096,37.7830998245
452,-122.423031175,37.7854818747
453,-122.408953598,37.7832878736
454,-122.408384276,37.7878271137
455,-122.414433155,37.7846576329
456,-122.407244087,37.7865647608
457,-122.417672924,37.7881242734
458,-122.412784097,37.784865694
459,-122.407591091,37.7883401187
460,-122.409336822,37.7848337316
461,-122.414010815,37.7866770011
462,-122.413237517,37.7828430233
463,-122.408421117,37.7835699387
464,-122.412930522,37.7838344374
465,-122.422215378,37.7855278108
466,-122.418562097,37.7841847091
467,-122.407633521,37.7841893501
468,-122.410157074,37.7842973843
469,-122.410157074,37.7842973843
470,-122.410157074,37.7842973843
471,-122.42062879,37.7863149635
472,-122.42062879,37.7863149635
473,-122.408068345,37.7839916768
474,-122.408068345,37.7839916768
475,-122.411141948,37.7850736197
476,-122.411141948,37.7850736197
477,-122.409256096,37.7882398998
478,-122.407633521,37.7841893501
479,-122.407633521,37.7841893501
480,-122.411800135,37.7840890367
481,-122.409876623,37.787148808
482,-122.419757069,37.7856536506
483,-122.412930522,37.7838344374
484,-122.413631253,37.7848053746
485,-122.411115854,37.7846080819
486,-122.411615075,37.7831614109
487,-122.412970538,37.7857883767
488,-122.409876623,37.787148808
489,-122.41289925,37.7850974904
490,-122.408270724,37.7854941424
491,-122.418249647,37.7872715206
492,-122.418249647,37.7872715206
493,-122.418382009,37.7832583771
494,-122.418382009,37.7832583771
495,-122.418382009,37.7832583771
496,-122.423031175,37.7854818747
497,-122.413237517,37.7828430233
498,-122.408014493,37.7859507768
499,-122.416452066,37.7863086886
500,-122.410135236,37.7841889075
501,-122.407244087,37.7865647608
502,-122.407244087,37.7865647608
503,-122.407244087,37.7865647608
504,-122.407244087,37.7865647608
505,-122.407244087,37.7865647608
506,-122.409256096,37.7882398998
507,-122.412597377,37.7839320277
508,-122.423329395,37.7866266269
509,-122.412930522,37.7838344374
510,-122.40743499,37.7875158742
511,-122.407633521,37.7841893501
512,-122.407633521,37.7841893501
513,-122.421290401,37.7852218288
514,-122.411302813,37.7855355791
515,-122.410768766,37.783214519
516,-122.42013616,37.7875096259
517,-122.419858277,37.7861371252
518,-122.419858277,37.7861371252
519,-122.419858277,37.7861371252
520,-122.419858277,37.7861371252
521,-122.419858277,37.7861371252
522,-122.419858277,37.7861371252
523,-122.411742516,37.7858882195
524,-122.411742516,37.7858882195
525,-122.414878559,37.7826335032
526,-122.414878559,37.7826335032
527,-122.414878559,37.7826335032
528,-122.414056292,37.7827931071
529,-122.414056292,37.7827931071
530,-122.411615075,37.7831614109
531,-122.411615075,37.7831614109
532,-122.411615075,37.7831614109
533,-122.419458073,37.7844990198
534,-122.421395819,37.7856843389
535,-122.408595111,37.7837069302
536,-122.409093229,37.7853898218
537,-122.409093229,37.7853898218
538,-122.419480276,37.7842697641
539,-122.420906969,37.7840676684
540,-122.416261837,37.7853750846
541,-122.408953598,37.7832878736
542,-122.408384276,37.7878271137
543,-122.419104425,37.7868764842
544,-122.414010815,37.7866770011
545,-122.414010815,37.7866770011
546,-122.41151882,37.7869408999
547,-122.41151882,37.7869408999
548,-122.419104425,37.7868764842
549,-122.416261837,37.7853750846
550,-122.40705119,37.783263687
551,-122.419274801,37.7835680535
552,-122.410768766,37.783214519
553,-122.41820187,37.7863251027
554,-122.415066876,37.7835634796
555,-122.419858277,37.7861371252
556,-122.412784097,37.784865694
557,-122.412784097,37.784865694
558,-122.412784097,37.784865694
559,-122.423031175,37.7854818747
560,-122.410979176,37.784625435
561,-122.411615075,37.7831614109
562,-122.422912338,37.7852569587
563,-122.407382687,37.7833716368
564,-122.407382687,37.7833716368
565,-122.406760498,37.7828772647
566,-122.408068345,37.7839916768
567,-122.414809966,37.7865194112
568,-122.414179437,37.7875024832
569,-122.407244087,37.7865647608
570,-122.407244087,37.7865647608
571,-122.415694922,37.7825851968
572,-122.414056292,37.7827931071
573,-122.414056292,37.7827931071
574,-122.411302813,37.7855355791
575,-122.411302813,37.7855355791
576,-122.411302813,37.7855355791
577,-122.412563219,37.7857850619
578,-122.412563219,37.7857850619
579,-122.41375367,37.7837300409
580,-122.417295323,37.7862578546
581,-122.408040475,37.7864094034
582,-122.408040475,37.7864094034
583,-122.414900545,37.7827419624
584,-122.414900545,37.7827419624
585,-122.413631253,37.7848053746
586,-122.406690592,37.7852071918
587,-122.406690592,37.7852071918
588,-122.410509259,37.7860432223
589,-122.410768766,37.783214519
590,-122.407591091,37.7883401187
591,-122.407845374,37.785094321
592,-122.407845374,37.785094321
593,-122.407845374,37.785094321
594,-122.412930522,37.7838344374
595,-122.410059856,37.788082534
596,-122.410059856,37.788082534
597,-122.415066876,37.7835634796
598,-122.415066876,37.7835634796
599,-122.412930522,37.7838344374
600,-122.420326994,37.7884521578
601,-122.416099194,37.7849300263
602,-122.423217674,37.7864017954
603,-122.408231026,37.787359495
604,-122.414850481,37.7856087588
605,-122.415066876,37.7835634796
606,-122.407244087,37.7865647608
607,-122.413790973,37.7838365565
608,-122.413790973,37.7838365565
609,-122.413790973,37.7838365565
610,-122.409129634,37.7838066631
611,-122.417530697,37.783310754
612,-122.422540554,37.7869088658
613,-122.422540554,37.7869088658
614,-122.419812186,37.7866019513
615,-122.417809103,37.7847098969
616,-122.414056292,37.7827931071
617,-122.415694922,37.7825851968
618,-122.414010815,37.7866770011
619,-122.412930522,37.7838344374
620,-122.41382007,37.785738295
621,-122.41382007,37.785738295
622,-122.41149084,37.7864683434
623,-122.417650682,37.7880158477
624,-122.414081138,37.7832767266
625,-122.413631253,37.7848053746
626,-122.40985373,37.7833862379
627,-122.40985373,37.7833862379
628,-122.410768766,37.783214519
629,-122.407633521,37.7841893501
630,-122.408384276,37.7878271137
631,-122.420906969,37.7840676684
632,-122.412414264,37.7830037965
633,-122.412414264,37.7830037965
634,-122.413609329,37.7846969079
635,-122.413609329,37.7846969079
636,-122.415186938,37.7883866791
637,-122.410509259,37.7860432223
638,-122.41483451,37.7870044895
639,-122.416349428,37.7825569563
640,-122.418382009,37.7832583771
641,-122.408068345,37.7839916768
642,-122.418382009,37.7832583771
643,-122.418382009,37.7832583771
644,-122.40840386,37.7882933915
645,-122.417641343,37.787173525
646,-122.418562097,37.7841847091
647,-122.407902469,37.7842531769
648,-122.418940111,37.786049223
649,-122.411702003,37.7878718776
650,-122.411702003,37.7878718776
651,-122.411702003,37.7878718776
652,-122.415694922,37.7825851968
653,-122.422607571,37.7874958858
654,-122.422912338,37.7852569587
655,-122.418729601,37.785007504
656,-122.418729601,37.785007504
657,-122.414056292,37.7827931071
658,-122.414056292,37.7827931071
659,-122.415066876,37.7835634796
660,-122.407902469,37.7842531769
661,-122.409055191,37.7871979591
662,-122.407545856,37.7844011795
663,-122.415414179,37.784476659
664,-122.415414179,37.784476659
665,-122.423519117,37.7875634697
666,-122.411800135,37.7840890367
667,-122.413798416,37.7856297942
668,-122.409055191,37.7871979591
669,-122.410791678,37.783695227
670,-122.407244087,37.7865647608
671,-122.423049038,37.7852397067
672,-122.408270724,37.7854941424
673,-122.414593832,37.785119984
674,-122.414433155,37.7846576329
675,-122.416477398,37.786795408
676,-122.416477398,37.786795408
677,-122.414878559,37.7826335032
678,-122.414217804,37.7832593295
679,-122.40985373,37.7833862379
680,-122.414593411,37.7845808066
681,-122.41891839,37.7859407304
682,-122.416261837,37.7853750846
683,-122.416261837,37.7853750846
684,-122.41382007,37.785738295
685,-122.420326994,37.7884521578
686,-122.420326994,37.7884521578
687,-122.409925328,37.787764099
688,-122.408270724,37.7854941424
689,-122.414807789,37.7855029034
690,-122.422016244,37.7845943285
691,-122.414056292,37.7827931071
692,-122.414056292,37.7827931071
693,-122.414056292,37.7827931071
694,-122.421290401,37.7852218288
695,-122.421477162,37.7861527352
696,-122.423519117,37.7875634697
697,-122.423519117,37.7875634697
698,-122.409523741,37.7857602955
699,-122.418940111,37.786049223
700,-122.418940111,37.786049223
701,-122.418940111,37.786049223
702,-122.416226912,37.7855599709
703,-122.416916142,37.7843944492
704,-122.410699658,37.7869881885
705,-122.420326994,37.7884521578
706,-122.420326994,37.7884521578
707,-122.421572274,37.7866181601
708,-122.415885066,37.7835160564
709,-122.415885066,37.7835160564
710,-122.415885066,37.7835160564
711,-122.40985373,37.7833862379
712,-122.40985373,37.7833862379
713,-122.40985373,37.7833862379
714,-122.408201657,37.7868849113
715,-122.409268441,37.7837998724
716,-122.407845374,37.785094321
717,-122.407845374,37.785094321
718,-122.407845374,37.785094321
719,-122.417530697,37.783310754
720,-122.414433155,37.7846576329
721,-122.408953598,37.7832878736
722,-122.408953598,37.7832878736
723,-122.408953598,37.7832878736
724,-122.410323495,37.7851225224
725,-122.415414179,37.784476659
726,-122.406690592,37.7852071918
727,-122.407633521,37.7841893501
728,-122.415632654,37.7863587808
729,-122.415632654,37.7863587808
730,-122.413631253,37.7848053746
731,-122.40985373,37.7833862379
732,-122.408201657,37.7868849113
733,-122.408201657,37.7868849113
734,-122.410509259,37.7860432223
735,-122.407877788,37.7859680077
736,-122.414056292,37.7827931071
737,-122.407591091,37.7883401187
738,-122.414056292,37.7827931071
739,-122.414056292,37.7827931071
740,-122.414056292,37.7827931071
741,-122.408648589,37.7849124714
742,-122.418274172,37.7870372044
743,-122.408270724,37.7854941424
744,-122.420326994,37.7884521578
745,-122.419203004,37.7874378309
746,-122.416614061,37.786777956
747,-122.414433155,37.7846576329
748,-122.407845374,37.785094321
749,-122.407845374,37.785094321
750,-122.407845374,37.785094321
751,-122.413162802,37.7870801005
752,-122.412414264,37.7830037965
753,-122.421835483,37.7836653824
754,-122.422654163,37.7836201224
755,-122.415777251,37.7856177381
756,-122.407413026,37.7874074125
757,-122.414433155,37.7846576329
758,-122.412999075,37.7862774592
759,-122.406690592,37.7852071918
760,-122.406690592,37.7852071918
761,-122.414900545,37.7827419624
762,-122.421096797,37.7842937803
763,-122.421096797,37.7842937803
764,-122.407382687,37.7833716368
765,-122.407382687,37.7833716368
766,-122.412970538,37.7857883767
767,-122.419157628,37.7826355741
768,-122.407612885,37.788448602
769,-122.408068345,37.7839916768
770,-122.418156524,37.7868103734
771,-122.418156524,37.7868103734
772,-122.418156524,37.7868103734
773,-122.418156524,37.7868103734
774,-122.418156524,37.7868103734
775,-122.418156524,37.7868103734
776,-122.413174494,37.7867190156
777,-122.414433155,37.7846576329
778,-122.41834667,37.7877356891
779,-122.420191295,37.7838703921
780,-122.408421117,37.7835699387
781,-122.408421117,37.7835699387
782,-122.408421117,37.7835699387
783,-122.420120319,37.7877570602
784,-122.407612885,37.788448602
785,-122.406690592,37.7852071918
786,-122.418382009,37.7832583771
787,-122.411141948,37.7850736197
788,-122.407591091,37.7883401187
789,-122.409876623,37.787148808
790,-122.410721626,37.7870966496
791,-122.407244087,37.7865647608
792,-122.414878559,37.7826335032
793,-122.422467252,37.7826837259
794,-122.408068345,37.7839916768
795,-122.408068345,37.7839916768
796,-122.410979176,37.784625435
797,-122.415885066,37.7835160564
798,-122.415885066,37.7835160564
799,-122.415885066,37.7835160564
800,-122.410509259,37.7860432223
801,-122.410509259,37.7860432223
802,-122.410509259,37.7860432223
803,-122.408648589,37.7849124714
804,-122.408648589,37.7849124714
805,-122.408648589,37.7849124714
806,-122.413609329,37.7846969079
807,-122.414619687,37.7855830588
808,-122.407244087,37.7865647608
809,-122.407591091,37.7883401187
810,-122.422540554,37.7869088658
811,-122.407612885,37.788448602
812,-122.40840386,37.7882933915
813,-122.413631253,37.7848053746
814,-122.407845374,37.785094321
815,-122.415821891,37.7872932911
816,-122.418540619,37.7840761864
817,-122.418540619,37.7840761864
818,-122.418540619,37.7840761864
819,-122.408269031,37.7853831106
820,-122.413631253,37.7848053746
821,-122.414056292,37.7827931071
822,-122.414056292,37.7827931071
823,-122.414056292,37.7827931071
824,-122.408068345,37.7839916768
825,-122.414056292,37.7827931071
826,-122.414056292,37.7827931071
827,-122.414056292,37.7827931071
828,-122.408384276,37.7878271137
829,-122.411742516,37.7858882195
830,-122.408231026,37.787359495
831,-122.41568726,37.7858707888
832,-122.41568726,37.7858707888
833,-122.412597377,37.7839320277
834,-122.417650682,37.7880158477
835,-122.410928353,37.7836778741
836,-122.410928353,37.7836778741
837,-122.410928353,37.7836778741
838,-122.41891839,37.7859407304
839,-122.42013616,37.7875096259
840,-122.42013616,37.7875096259
841,-122.410721626,37.7870966496
842,-122.422767364,37.7838427739
843,-122.411615075,37.7831614109
844,-122.41436811,37.7884368261
845,-122.407413026,37.7874074125
846,-122.419295456,37.787805224
847,-122.419295456,37.787805224
848,-122.409473497,37.7848163651
849,-122.411742516,37.7858882195
850,-122.421096797,37.7842937803
851,-122.418110538,37.7858627665
852,-122.418110538,37.7858627665
853,-122.409268441,37.7837998724
854,-122.407633521,37.7841893501
855,-122.407707096,37.7851034546
856,-122.410157074,37.7842973843
857,-122.410157074,37.7842973843
858,-122.410157074,37.7842973843
859,-122.407222441,37.7864562588
860,-122.407591091,37.7883401187
861,-122.412784097,37.784865694
862,-122.421441956,37.7868516471
863,-122.421441956,37.7868516471
864,-122.407591091,37.7883401187
865,-122.420906969,37.7840676684
866,-122.408421117,37.7835699387
867,-122.413631253,37.7848053746
868,-122.408068345,37.7839916768
869,-122.40743499,37.7875158742
870,-122.412970538,37.7857883767
871,-122.412970538,37.7857883767
872,-122.411615075,37.7831614109
873,-122.416916142,37.7843944492
874,-122.413988842,37.7865685407
875,-122.412930522,37.7838344374
876,-122.409499861,37.7852842684
877,-122.418274172,37.7870372044
878,-122.419183096,37.7830998245
879,-122.407845374,37.785094321
880,-122.409336822,37.7848337316
