,inter1,inter2,node,x_loc,y_loc
0,1ST ST,BUSH ST,1ST ST | BUSH ST | ,37.791053,-122.399187
6236,DRUMM ST,SACRAMENTO ST,"DRUMM ST | SACRAMENTO ST | DRUMM ST, CALIFORNIA ST,DRUMM ST, CLAY ST,SACRAMENTO ST, DAVIS ST",37.794613,-122.396643
6237,DRUMM ST,CLAY ST,"DRUMM ST | CLAY ST | DRUMM ST, SACRAMENTO ST,DRUMM ST, WASHINGTON ST,CLAY ST, END,CLAY ST, DAVIS ST",37.795516,-122.396822
6238,DRUMM ST,WASHINGTON ST,"DRUMM ST | WASHINGTON ST | DRUMM ST, CLAY ST,DRUMM ST, JACKSON ST,WASHINGTON ST, THE EMBARCADERO,WASHINGTON ST, DAVIS ST",37.796435,-122.396901
6239,DRUMM ST,JACKSON ST,"DRUMM ST | JACKSON ST | DRUMM ST, WASHINGTON ST,JACKSON ST, DAVIS CT",37.797239,-122.397219
6240,DRUMMOND ALY,DUNSHEE ST,"DRUMMOND ALY | DUNSHEE ST | DRUMMOND ALY, QUINT ST,DUNSHEE ST, OAKDALE AVE,DUNSHEE ST, PALOU AVE",37.737002,-122.395406
6241,DRUMMOND ALY,QUINT ST,"DRUMMOND ALY | QUINT ST | DRUMMOND ALY, DUNSHEE ST,QUINT ST, OAKDALE AVE,QUINT ST, PALOU AVE",37.737474,-122.396243
6242,DUBLIN ST,LA GRANDE AVE,"DUBLIN ST | LA GRANDE AVE | DUBLIN ST, PERSIA AVE,LA GRANDE AVE, BRAZIL AVE,LA GRANDE AVE, END",37.719114,-122.426002
6243,DUBLIN ST,PERSIA AVE,"DUBLIN ST | PERSIA AVE | DUBLIN ST, LA GRANDE AVE,DUBLIN ST, RUSSIA AVE,PERSIA AVE, PRAGUE ST,PERSIA AVE, MANSELL ST",37.718571,-122.426453
6244,DUBLIN ST,RUSSIA AVE,"DUBLIN ST | RUSSIA AVE | DUBLIN ST, PERSIA AVE,DUBLIN ST, END,RUSSIA AVE, PRAGUE ST,RUSSIA AVE, LA GRANDE AVE",37.717008,-122.427582
6246,DUBOCE AVE,13TH ST,"DUBOCE AVE | 13TH ST | DUBOCE AVE, WOODWARD ST,13TH ST, HWY 101 S ON RAMP",37.769958,-122.420611
6247,DUBOCE AVE,WOODWARD ST,"DUBOCE AVE | WOODWARD ST | DUBOCE AVE, 13TH ST,DUBOCE AVE, STEVENSON ST,WOODWARD ST, 14TH ST",37.769937,-122.421007
6248,DUBOCE AVE,STEVENSON ST,"DUBOCE AVE | STEVENSON ST | DUBOCE AVE, WOODWARD ST,DUBOCE AVE, VALENCIA ST,STEVENSON ST, MCCOPPIN ST,STEVENSON ST, CLINTON PARK",37.769892,-122.421612
6249,DUBOCE AVE,VALENCIA ST,"DUBOCE AVE | VALENCIA ST | DUBOCE AVE, STEVENSON ST,DUBOCE AVE, ELGIN PARK,VALENCIA ST, MCCOPPIN ST,VALENCIA ST, CLINTON PARK",37.769867,-122.422389
6250,DUBOCE AVE,ELGIN PARK,"DUBOCE AVE | ELGIN PARK | DUBOCE AVE, VALENCIA ST,DUBOCE AVE, PEARL ST,ELGIN PARK, MCCOPPIN ST",37.769821,-122.423193
6251,DUBOCE AVE,PEARL ST,"DUBOCE AVE | PEARL ST | DUBOCE AVE, ELGIN PARK,DUBOCE AVE, GUERRERO ST,PEARL ST, PINK ALY",37.769781,-122.423878
6252,DUBOCE AVE,GUERRERO ST,"DUBOCE AVE | GUERRERO ST | DUBOCE AVE, PEARL ST,DUBOCE AVE, BUCHANAN ST,GUERRERO ST, LAGUNA ST,GUERRERO ST, CLINTON PARK",37.769742,-122.424581
6253,DUBOCE AVE,BUCHANAN ST,"DUBOCE AVE | BUCHANAN ST | DUBOCE AVE, GUERRERO ST,DUBOCE AVE, CHURCH ST,BUCHANAN ST, HERMANN ST",37.769639,-122.426410
6255,DUBOCE AVE,FILLMORE ST,"DUBOCE AVE | FILLMORE ST | DUBOCE AVE, CHURCH ST,DUBOCE AVE, BELCHER ST,FILLMORE ST, HERMANN ST",37.769413,-122.429936
6256,DUBOCE AVE,BELCHER ST,"DUBOCE AVE | BELCHER ST | DUBOCE AVE, FILLMORE ST,DUBOCE AVE, SANCHEZ ST,BELCHER ST, 14TH ST",37.769394,-122.430224
6257,DUBOCE AVE,SANCHEZ ST,"DUBOCE AVE | SANCHEZ ST | DUBOCE AVE, BELCHER ST,DUBOCE AVE, STEINER ST,SANCHEZ ST, 14TH ST",37.769321,-122.431310
6258,DUBOCE AVE,STEINER ST,"DUBOCE AVE | STEINER ST | DUBOCE AVE, SANCHEZ ST,DUBOCE AVE, WALTER ST,STEINER ST, HERMANN ST",37.769306,-122.431543
6259,DUBOCE AVE,WALTER ST,"DUBOCE AVE | WALTER ST | DUBOCE AVE, STEINER ST,DUBOCE AVE, NOE ST,WALTER ST, 14TH ST",37.769246,-122.432439
6260,DUBOCE AVE,NOE ST,"DUBOCE AVE | NOE ST | DUBOCE AVE, WALTER ST,DUBOCE AVE, SCOTT ST,NOE ST, 14TH ST",37.769200,-122.433535
6261,DUBOCE AVE,SCOTT ST,"DUBOCE AVE | SCOTT ST | DUBOCE AVE, NOE ST,DUBOCE AVE, CASTRO ST,SCOTT ST, LLOYD ST",37.769108,-122.434884
6262,DUBOCE AVE,CASTRO ST,"DUBOCE AVE | CASTRO ST | DUBOCE AVE, SCOTT ST,DUBOCE AVE, DIVISADERO ST,CASTRO ST, LLOYD ST,CASTRO ST, 14TH ST",37.769056,-122.435770
6263,DUBOCE AVE,DIVISADERO ST,"DUBOCE AVE | DIVISADERO ST | DUBOCE AVE, CASTRO ST,DUBOCE AVE, ALPINE TER,DIVISADERO ST, 14TH ST,DIVISADERO ST, CASTRO ST",37.769027,-122.436586
6268,DUKES CT,CASHMERE ST,"DUKES CT | CASHMERE ST | DUKES CT, END,CASHMERE ST, LA SALLE AVE",37.736756,-122.386491
6270,DUNCAN ST,TIFFANY AVE,"DUNCAN ST | TIFFANY AVE | DUNCAN ST, SAN JOSE AVE,TIFFANY AVE, VALENCIA ST,TIFFANY AVE, 29TH ST",37.746467,-122.420395
6272,DUNCAN ST,GUERRERO ST,"DUNCAN ST | GUERRERO ST | DUNCAN ST, SAN JOSE AVE,DUNCAN ST, DOLORES ST,GUERRERO ST, 27TH ST,GUERRERO ST, 28TH ST",37.746382,-122.422385
6273,DUNCAN ST,DOLORES ST,"DUNCAN ST | DOLORES ST | DUNCAN ST, GUERRERO ST,DUNCAN ST, CHURCH ST,DOLORES ST, 27TH ST,DOLORES ST, 28TH ST",37.746230,-122.424699
6274,DUNCAN ST,CHURCH ST,"DUNCAN ST | CHURCH ST | DUNCAN ST, DOLORES ST,DUNCAN ST, SANCHEZ ST,CHURCH ST, 27TH ST,CHURCH ST, 28TH ST",37.746099,-122.426907
6275,DUNCAN ST,SANCHEZ ST,"DUNCAN ST | SANCHEZ ST | DUNCAN ST, CHURCH ST,DUNCAN ST, END,SANCHEZ ST, 27TH ST,SANCHEZ ST, 28TH ST",37.745964,-122.429102
6279,DUNCAN ST,CASTRO ST,"DUNCAN ST | CASTRO ST | DUNCAN ST, END,DUNCAN ST, NEWBURG ST,CASTRO ST, 27TH ST,CASTRO ST, END",37.745678,-122.433545
6280,DUNCAN ST,NEWBURG ST,"DUNCAN ST | NEWBURG ST | DUNCAN ST, CASTRO ST,DUNCAN ST, DIAMOND ST,NEWBURG ST, 27TH ST",37.745612,-122.434692
6281,DUNCAN ST,DIAMOND ST,"DUNCAN ST | DIAMOND ST | DUNCAN ST, NEWBURG ST,DUNCAN ST, DOUGLASS ST,DIAMOND ST, 27TH ST,DIAMOND ST, 28TH ST",37.745554,-122.435742
6282,DUNCAN ST,DOUGLASS ST,"DUNCAN ST | DOUGLASS ST | DUNCAN ST, DIAMOND ST,DUNCAN ST, DIAMOND HEIGHTS BLVD,DOUGLASS ST, 27TH ST,DOUGLASS ST, 28TH ST",37.745454,-122.437957
6283,DUNCAN ST,DIAMOND HEIGHTS BLVD,"DUNCAN ST | DIAMOND HEIGHTS BLVD | DUNCAN ST, DOUGLASS ST,DUNCAN ST, AMBER DR,DIAMOND HEIGHTS BLVD, CLIPPER ST,DIAMOND HEIGHTS BLVD, CARNELIAN WAY",37.746588,-122.443419
6284,DUNCAN ST,AMBER DR,"DUNCAN ST | AMBER DR | DUNCAN ST, DIAMOND HEIGHTS BLVD,DUNCAN ST, CAMEO WAY,AMBER DR, CAMEO WAY",37.745231,-122.441270
6285,DUNCAN ST,CAMEO WAY,"DUNCAN ST | CAMEO WAY | DUNCAN ST, AMBER DR,DUNCAN ST, AMBER DR,CAMEO WAY, CORALINO LN",37.745178,-122.442952
6286,DUNCAN ST,AMBER DR,"DUNCAN ST | AMBER DR | DUNCAN ST, CAMEO WAY,DUNCAN ST, DIAMOND HEIGHTS BLVD,AMBER DR, CAMEO WAY",37.745231,-122.441270
6287,DUNCAN ST,DIAMOND HEIGHTS BLVD,"DUNCAN ST | DIAMOND HEIGHTS BLVD | DUNCAN ST, AMBER DR,DIAMOND HEIGHTS BLVD, CLIPPER ST,DIAMOND HEIGHTS BLVD, CARNELIAN WAY",37.746588,-122.443419
6291,DUNNES ALY,KEARNY ST,"DUNNES ALY | KEARNY ST | DUNNES ALY, END,KEARNY ST, BROADWAY,KEARNY ST, FRESNO ST",37.798389,-122.405559
6292,DUNSHEE ST,OAKDALE AVE,"DUNSHEE ST | OAKDALE AVE | DUNSHEE ST, DRUMMOND ALY,OAKDALE AVE, PHELPS ST,OAKDALE AVE, QUINT ST",37.737315,-122.395132
6293,DUNSHEE ST,DRUMMOND ALY,"DUNSHEE ST | DRUMMOND ALY | DUNSHEE ST, OAKDALE AVE,DUNSHEE ST, PALOU AVE,DRUMMOND ALY, QUINT ST",37.737002,-122.395406
6294,DUNSHEE ST,PALOU AVE,"DUNSHEE ST | PALOU AVE | DUNSHEE ST, DRUMMOND ALY,PALOU AVE, PHELPS ST,PALOU AVE, QUINT ST",37.736691,-122.395677
6295,DUNSMUIR ST,SWEENY ST,"DUNSMUIR ST | SWEENY ST | DUNSMUIR ST, SILVER AVE,SWEENY ST, DARTMOUTH ST,SWEENY ST, COLBY ST",37.731058,-122.414349
6296,DUNSMUIR ST,SILVER AVE,"DUNSMUIR ST | SILVER AVE | DUNSMUIR ST, SWEENY ST,SILVER AVE, COLBY ST,SILVER AVE, DARTMOUTH ST",37.729655,-122.413929
6299,DWIGHT ST,SAN BRUNO AVE,"DWIGHT ST | SAN BRUNO AVE | DWIGHT ST, GIRARD ST,SAN BRUNO AVE, WOOLSEY ST,SAN BRUNO AVE, PAUL AVE",37.724034,-122.402119
6300,DWIGHT ST,GIRARD ST,"DWIGHT ST | GIRARD ST | DWIGHT ST, SAN BRUNO AVE,DWIGHT ST, BRUSSELS ST,GIRARD ST, WOOLSEY ST,GIRARD ST, OLMSTEAD ST",37.723775,-122.403106
6301,DWIGHT ST,BRUSSELS ST,"DWIGHT ST | BRUSSELS ST | DWIGHT ST, GIRARD ST,DWIGHT ST, GOETTINGEN ST,BRUSSELS ST, WOOLSEY ST,BRUSSELS ST, OLMSTEAD ST",37.723532,-122.404087
6302,DWIGHT ST,GOETTINGEN ST,"DWIGHT ST | GOETTINGEN ST | DWIGHT ST, BRUSSELS ST,DWIGHT ST, HOLYOKE ST,GOETTINGEN ST, WOOLSEY ST,GOETTINGEN ST, END",37.723282,-122.405085
6304,DWIGHT ST,HAMILTON ST,"DWIGHT ST | HAMILTON ST | DWIGHT ST, HOLYOKE ST,DWIGHT ST, BOWDOIN ST,HAMILTON ST, WOOLSEY ST,HAMILTON ST, MANSELL ST",37.722489,-122.408034
6305,DWIGHT ST,BOWDOIN ST,"DWIGHT ST | BOWDOIN ST | DWIGHT ST, HAMILTON ST,DWIGHT ST, DARTMOUTH ST,BOWDOIN ST, WOOLSEY ST,BOWDOIN ST, OLMSTEAD ST",37.722233,-122.409042
6306,DWIGHT ST,DARTMOUTH ST,"DWIGHT ST | DARTMOUTH ST | DWIGHT ST, BOWDOIN ST,DWIGHT ST, COLBY ST,DARTMOUTH ST, WOOLSEY ST,DARTMOUTH ST, OLMSTEAD ST",37.721979,-122.410008
6307,DWIGHT ST,COLBY ST,"DWIGHT ST | COLBY ST | DWIGHT ST, DARTMOUTH ST,DWIGHT ST, UNIVERSITY ST,COLBY ST, WOOLSEY ST,COLBY ST, END",37.721723,-122.411010
6308,DWIGHT ST,UNIVERSITY ST,"DWIGHT ST | UNIVERSITY ST | DWIGHT ST, COLBY ST,UNIVERSITY ST, WOOLSEY ST,UNIVERSITY ST, END",37.721486,-122.411957
6309,EAGLE ST,YUKON ST,"EAGLE ST | YUKON ST | EAGLE ST, MONO ST,YUKON ST, 19TH ST,YUKON ST, SHORT ST",37.758122,-122.442221
6310,EAGLE ST,MONO ST,"EAGLE ST | MONO ST | EAGLE ST, YUKON ST,EAGLE ST, CASELLI AVE,MONO ST, END,MONO ST, 19TH ST",37.758499,-122.443513
6311,EAGLE ST,CASELLI AVE,"EAGLE ST | CASELLI AVE | EAGLE ST, MONO ST,EAGLE ST, MARKET ST,CASELLI AVE, 19TH ST",37.758601,-122.444326
6312,EAGLE ST,MARKET ST,"EAGLE ST | MARKET ST | EAGLE ST, CASELLI AVE,MARKET ST, 19TH ST,MARKET ST, CLAYTON ST",37.758872,-122.444761
6313,EARL ST,LA SALLE AVE,"EARL ST | LA SALLE AVE | EARL ST, KIRKWOOD AVE,LA SALLE AVE, KIRKWOOD AVE,LA SALLE AVE, INGALLS ST",37.728086,-122.373675
6314,EARL ST,KIRKWOOD AVE,"EARL ST | KIRKWOOD AVE | EARL ST, LA SALLE AVE,EARL ST, JERROLD AVE,KIRKWOOD AVE, ATOLL CIR,KIRKWOOD AVE, DORMITORY RD",37.728641,-122.373148
6315,EARL ST,JERROLD AVE,"EARL ST | JERROLD AVE | EARL ST, KIRKWOOD AVE,EARL ST, EGBERT AVE,JERROLD AVE, DONAHUE ST,JERROLD AVE, MENDELL ST",37.729272,-122.372586
6316,EARL ST,EGBERT AVE,"EARL ST | EGBERT AVE | EARL ST, JERROLD AVE,EARL ST, FITZGERALD AVE,EGBERT AVE, DONAHUE ST,EGBERT AVE, ARELIOUS WALKER DR",37.717344,-122.383284
6317,EARL ST,FITZGERALD AVE,"EARL ST | FITZGERALD AVE | EARL ST, EGBERT AVE,EARL ST, GILMAN AVE,FITZGERALD AVE, DONAHUE ST,FITZGERALD AVE, ARELIOUS WALKER DR",37.716730,-122.383848
6318,EARL ST,GILMAN AVE,"EARL ST | GILMAN AVE | EARL ST, FITZGERALD AVE,EARL ST, RICHTER AVE,GILMAN AVE, DONAHUE ST,GILMAN AVE, ARELIOUS WALKER DR",37.716135,-122.384385
6327,EARL ST,INNES AVE,"EARL ST | INNES AVE | EARL ST, HUDSON AVE,INNES AVE, ARELIOUS WALKER DR",37.729873,-122.371968
6328,EASEMENT,YORBA ST,"EASEMENT | YORBA ST | EASEMENT, END,YORBA ST, 34TH AVE,YORBA ST, 35TH AVE",37.735288,-122.491803
6330,EASEMENT,35TH AVE,"EASEMENT | 35TH AVE | EASEMENT, END,35TH AVE, YORBA ST,35TH AVE, SLOAT BLVD",37.734471,-122.492297
6348,EASTWOOD DR,MIRAMAR AVE,"EASTWOOD DR | MIRAMAR AVE | EASTWOOD DR, SAN RAMON WAY,MIRAMAR AVE, SOUTHWOOD DR,MIRAMAR AVE, WILDWOOD WAY",37.729456,-122.458161
6349,EASTWOOD DR,SAN RAMON WAY,"EASTWOOD DR | SAN RAMON WAY | EASTWOOD DR, MIRAMAR AVE,EASTWOOD DR, WILDWOOD WAY,SAN RAMON WAY, PLYMOUTH AVE",37.726191,-122.457336
6350,EASTWOOD DR,WILDWOOD WAY,"EASTWOOD DR | WILDWOOD WAY | EASTWOOD DR, SAN RAMON WAY,EASTWOOD DR, MONTECITO AVE,WILDWOOD WAY, PLYMOUTH AVE,WILDWOOD WAY, MIRAMAR AVE",37.727585,-122.457388
6351,EASTWOOD DR,MONTECITO AVE,"EASTWOOD DR | MONTECITO AVE | EASTWOOD DR, WILDWOOD WAY,EASTWOOD DR, MIRAMAR AVE,MONTECITO AVE, NORTHWOOD DR",37.729186,-122.457491
6352,EASTWOOD DR,MIRAMAR AVE,"EASTWOOD DR | MIRAMAR AVE | EASTWOOD DR, MONTECITO AVE,MIRAMAR AVE, SOUTHWOOD DR,MIRAMAR AVE, WILDWOOD WAY",37.729456,-122.458161
6355,ECKER ST,STEVENSON ST,"ECKER ST | STEVENSON ST | ECKER ST, JESSIE ST,STEVENSON ST, 1ST ST,STEVENSON ST, 2ND ST",37.789993,-122.399360
6356,ECKER ST,JESSIE ST,"ECKER ST | JESSIE ST | ECKER ST, STEVENSON ST,ECKER ST, ELIM ALY,JESSIE ST, 1ST ST,JESSIE ST, ANTHONY ST",37.789651,-122.398920
6358,ECKER ST,MISSION ST,"ECKER ST | MISSION ST | ECKER ST, ELIM ALY,ECKER ST, CLEMENTINA ST,MISSION ST, 1ST ST,MISSION ST, SHAW ALY",37.789186,-122.398346
6363,EDDY ST,CYRIL MAGNIN ST,"EDDY ST | CYRIL MAGNIN ST | EDDY ST, POWELL ST,EDDY ST, MASON ST,CYRIL MAGNIN ST, 5TH ST,CYRIL MAGNIN ST, ELLIS ST",37.784466,-122.408571
6364,EDDY ST,MASON ST,"EDDY ST | MASON ST | EDDY ST, CYRIL MAGNIN ST,EDDY ST, TAYLOR ST,MASON ST, MARKET ST,MASON ST, ELLIS ST",37.784365,-122.409340
6365,EDDY ST,TAYLOR ST,"EDDY ST | TAYLOR ST | EDDY ST, MASON ST,EDDY ST, JONES ST,TAYLOR ST, TURK ST,TAYLOR ST, ELLIS ST",37.784153,-122.410977
6366,EDDY ST,JONES ST,"EDDY ST | JONES ST | EDDY ST, TAYLOR ST,EDDY ST, WAGNER ALY,JONES ST, TURK ST,JONES ST, ELLIS ST",37.783938,-122.412626
6367,EDDY ST,WAGNER ALY,"EDDY ST | WAGNER ALY | EDDY ST, JONES ST,EDDY ST, LEAVENWORTH ST,WAGNER ALY, END",37.783852,-122.413290
6368,EDDY ST,LEAVENWORTH ST,"EDDY ST | LEAVENWORTH ST | EDDY ST, WAGNER ALY,EDDY ST, HYDE ST,LEAVENWORTH ST, TURK ST,LEAVENWORTH ST, ELLIS ST",37.783745,-122.414257
6369,EDDY ST,HYDE ST,"EDDY ST | HYDE ST | EDDY ST, LEAVENWORTH ST,EDDY ST, LARKIN ST,HYDE ST, TURK ST,HYDE ST, ELLIS ST",37.783529,-122.415922
6370,EDDY ST,LARKIN ST,"EDDY ST | LARKIN ST | EDDY ST, HYDE ST,EDDY ST, POLK ST,LARKIN ST, TURK ST,LARKIN ST, WILLOW ST",37.783318,-122.417555
6371,EDDY ST,POLK ST,"EDDY ST | POLK ST | EDDY ST, LARKIN ST,EDDY ST, VAN NESS AVE,POLK ST, TURK ST,POLK ST, WILLOW ST",37.783098,-122.419225
6372,EDDY ST,VAN NESS AVE,"EDDY ST | VAN NESS AVE | EDDY ST, POLK ST,EDDY ST, FRANKLIN ST,VAN NESS AVE, LARCH ST,VAN NESS AVE, WILLOW ST",37.782916,-122.420759
6373,EDDY ST,FRANKLIN ST,"EDDY ST | FRANKLIN ST | EDDY ST, VAN NESS AVE,EDDY ST, GOUGH ST,FRANKLIN ST, LARCH ST,FRANKLIN ST, WILLOW ST",37.782691,-122.422478
6374,EDDY ST,GOUGH ST,"EDDY ST | GOUGH ST | EDDY ST, FRANKLIN ST,EDDY ST, LAGUNA ST,GOUGH ST, TURK ST,GOUGH ST, ELLIS ST",37.782488,-122.424111
6375,EDDY ST,LAGUNA ST,"EDDY ST | LAGUNA ST | EDDY ST, GOUGH ST,EDDY ST, BUCHANAN ST,LAGUNA ST, LARCH ST,LAGUNA ST, WILLOW ST",37.782070,-122.427397
6376,EDDY ST,BUCHANAN ST,"EDDY ST | BUCHANAN ST | EDDY ST, LAGUNA ST,EDDY ST, WEBSTER ST,BUCHANAN ST, LARCH ST,BUCHANAN ST, WILLOW ST",37.781845,-122.429042
6377,EDDY ST,WEBSTER ST,"EDDY ST | WEBSTER ST | EDDY ST, BUCHANAN ST,EDDY ST, FILLMORE ST,WEBSTER ST, TURK ST,WEBSTER ST, ELLIS ST",37.781661,-122.430562
6378,EDDY ST,FILLMORE ST,"EDDY ST | FILLMORE ST | EDDY ST, WEBSTER ST,EDDY ST, STEINER ST,FILLMORE ST, TURK ST,FILLMORE ST, ELLIS ST",37.781438,-122.432326
6379,EDDY ST,STEINER ST,"EDDY ST | STEINER ST | EDDY ST, FILLMORE ST,EDDY ST, PIERCE ST,STEINER ST, TURK ST,STEINER ST, ELLIS ST",37.781242,-122.434016
6380,EDDY ST,PIERCE ST,"EDDY ST | PIERCE ST | EDDY ST, STEINER ST,EDDY ST, SCOTT ST,PIERCE ST, TURK ST,PIERCE ST, ELLIS ST",37.781014,-122.435621
6381,EDDY ST,SCOTT ST,"EDDY ST | SCOTT ST | EDDY ST, PIERCE ST,EDDY ST, DIVISADERO ST,SCOTT ST, TURK ST,SCOTT ST, ELLIS ST",37.780802,-122.437260
6382,EDDY ST,DIVISADERO ST,"EDDY ST | DIVISADERO ST | EDDY ST, SCOTT ST,EDDY ST, BRODERICK ST,DIVISADERO ST, TURK ST,DIVISADERO ST, ELLIS ST",37.780608,-122.438866
6383,EDDY ST,BRODERICK ST,"EDDY ST | BRODERICK ST | EDDY ST, DIVISADERO ST,EDDY ST, PINAR LN,BRODERICK ST, TURK ST,BRODERICK ST, ELLIS ST",37.780373,-122.440590
6388,EDGARDO PL,GRANT AVE,"EDGARDO PL | GRANT AVE | EDGARDO PL, END,GRANT AVE, EDITH ST,GRANT AVE, LOMBARD ST",37.803089,-122.408104
6390,EDGEHILL WAY,GARCIA AVE,"EDGEHILL WAY | GARCIA AVE | EDGEHILL WAY, PACHECO ST,GARCIA AVE, PACHECO ST,GARCIA AVE, VASQUEZ AVE",37.743807,-122.459934
6392,EDGEWOOD AVE,FARNSWORTH LN,"EDGEWOOD AVE | FARNSWORTH LN | EDGEWOOD AVE, BELMONT AVE,FARNSWORTH LN, WILLARD ST,FARNSWORTH LN, END",37.763663,-122.454952
6393,EDGEWOOD AVE,BELMONT AVE,"EDGEWOOD AVE | BELMONT AVE | EDGEWOOD AVE, FARNSWORTH LN,EDGEWOOD AVE, END,BELMONT AVE, WILLARD ST",37.763183,-122.454944
6396,EDIE RD,GENERAL KENNEDY AVE,"EDIE RD | GENERAL KENNEDY AVE | EDIE RD, OREILLY AVE,EDIE RD, UNNAMED 146,GENERAL KENNEDY AVE, TORNEY AVE,GENERAL KENNEDY AVE, THORNBURG RD",37.801212,-122.450809
6398,EDIE RD,GIRARD RD,"EDIE RD | GIRARD RD | EDIE RD, UNNAMED 146,GIRARD RD, GORGAS AVE",37.801981,-122.452888
6399,EDINBURGH ST,SILVER AVE,"EDINBURGH ST | SILVER AVE | EDINBURGH ST, PERU AVE,SILVER AVE, MADRID ST,SILVER AVE, CONGDON ST",37.728622,-122.426444
6400,EDINBURGH ST,PERU AVE,"EDINBURGH ST | PERU AVE | EDINBURGH ST, SILVER AVE,EDINBURGH ST, AVALON AVE,PERU AVE, MADRID ST,PERU AVE, NAPLES ST",37.727469,-122.427289
6401,EDINBURGH ST,AVALON AVE,"EDINBURGH ST | AVALON AVE | EDINBURGH ST, PERU AVE,EDINBURGH ST, EXCELSIOR AVE,AVALON AVE, MADRID ST,AVALON AVE, NAPLES ST",37.725895,-122.428475
6402,EDINBURGH ST,EXCELSIOR AVE,"EDINBURGH ST | EXCELSIOR AVE | EDINBURGH ST, AVALON AVE,EDINBURGH ST, BRAZIL AVE,EXCELSIOR AVE, MADRID ST,EXCELSIOR AVE, NAPLES ST",37.724337,-122.429653
6403,EDINBURGH ST,BRAZIL AVE,"EDINBURGH ST | BRAZIL AVE | EDINBURGH ST, EXCELSIOR AVE,EDINBURGH ST, PERSIA AVE,BRAZIL AVE, MADRID ST,BRAZIL AVE, NAPLES ST",37.722784,-122.430833
6404,EDINBURGH ST,PERSIA AVE,"EDINBURGH ST | PERSIA AVE | EDINBURGH ST, BRAZIL AVE,EDINBURGH ST, RUSSIA AVE,PERSIA AVE, MADRID ST,PERSIA AVE, NAPLES ST",37.721230,-122.431997
6405,EDINBURGH ST,RUSSIA AVE,"EDINBURGH ST | RUSSIA AVE | EDINBURGH ST, PERSIA AVE,EDINBURGH ST, FRANCE AVE,RUSSIA AVE, MADRID ST,RUSSIA AVE, NAPLES ST",37.719685,-122.433172
6406,EDINBURGH ST,FRANCE AVE,"EDINBURGH ST | FRANCE AVE | EDINBURGH ST, RUSSIA AVE,EDINBURGH ST, ITALY AVE,FRANCE AVE, MADRID ST,FRANCE AVE, NAPLES ST",37.718125,-122.434354
6407,EDINBURGH ST,ITALY AVE,"EDINBURGH ST | ITALY AVE | EDINBURGH ST, FRANCE AVE,EDINBURGH ST, AMAZON AVE,ITALY AVE, MADRID ST,ITALY AVE, NAPLES ST",37.716568,-122.435544
6408,EDINBURGH ST,AMAZON AVE,"EDINBURGH ST | AMAZON AVE | EDINBURGH ST, ITALY AVE,EDINBURGH ST, GENEVA AVE,AMAZON AVE, MADRID ST,AMAZON AVE, NAPLES ST",37.715696,-122.436190
6409,EDINBURGH ST,GENEVA AVE,"EDINBURGH ST | GENEVA AVE | EDINBURGH ST, AMAZON AVE,GENEVA AVE, MADRID ST,GENEVA AVE, NAPLES ST",37.714618,-122.436966
6410,EDITH ST,GRANT AVE,"EDITH ST | GRANT AVE | EDITH ST, END,GRANT AVE, GREENWICH ST,GRANT AVE, EDGARDO PL",37.802878,-122.408072
6412,EDNA ST,HAVELOCK ST,"EDNA ST | HAVELOCK ST | EDNA ST, MARSTON AVE,HAVELOCK ST, CIRCULAR AVE,HAVELOCK ST, WEST RD",37.726689,-122.446557
6413,EDNA ST,MARSTON AVE,"EDNA ST | MARSTON AVE | EDNA ST, HAVELOCK ST,EDNA ST, JUDSON AVE,MARSTON AVE, CIRCULAR AVE,MARSTON AVE, END",37.727464,-122.446555
6414,EDNA ST,JUDSON AVE,"EDNA ST | JUDSON AVE | EDNA ST, MARSTON AVE,EDNA ST, STAPLES AVE,JUDSON AVE, CIRCULAR AVE,JUDSON AVE, FOERSTER ST",37.728277,-122.446569
6415,EDNA ST,STAPLES AVE,"EDNA ST | STAPLES AVE | EDNA ST, JUDSON AVE,EDNA ST, FLOOD AVE,STAPLES AVE, DETROIT ST,STAPLES AVE, FOERSTER ST",37.729086,-122.446579
6416,EDNA ST,FLOOD AVE,"EDNA ST | FLOOD AVE | EDNA ST, STAPLES AVE,EDNA ST, HEARST AVE,FLOOD AVE, DETROIT ST,FLOOD AVE, FOERSTER ST",37.729894,-122.446576
6417,EDNA ST,HEARST AVE,"EDNA ST | HEARST AVE | EDNA ST, FLOOD AVE,EDNA ST, MONTEREY BLVD,HEARST AVE, DETROIT ST,HEARST AVE, FOERSTER ST",37.730704,-122.446583
6418,EDNA ST,MONTEREY BLVD,"EDNA ST | MONTEREY BLVD | EDNA ST, HEARST AVE,EDNA ST, MONTEREY BLVD,MONTEREY BLVD, DETROIT ST,MONTEREY BLVD, DETROIT ST",37.731510,-122.446588
6419,EDNA ST,MONTEREY BLVD,"EDNA ST | MONTEREY BLVD | EDNA ST, MONTEREY BLVD,EDNA ST, JOOST AVE,MONTEREY BLVD, DETROIT ST,MONTEREY BLVD, DETROIT ST",37.731510,-122.446588
6420,EDNA ST,JOOST AVE,"EDNA ST | JOOST AVE | EDNA ST, MONTEREY BLVD,EDNA ST, JOOST AVE,JOOST AVE, DETROIT ST,JOOST AVE, EDNA ST",37.732337,-122.447311
